status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
901254039928419_1284333328287153,#StartupTrivia-Know all about “Angel #Investors”. #StartupIndia #Startup #KnowledgeTip,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1284333328287153/?type=3,2017-05-14 07:02:00,121,9,10,116,0,2,0,0,0,3
901254039928419_1284332354953917,#StartupTrivia - know what “Venture Capital” is! #StartupIndia #Startup #KnowledgeTip,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1284332354953917/?type=3,2017-05-13 01:00:00,48,4,6,48,0,0,0,0,0,0
901254039928419_1284332068287279,#StartupIndia assisted a startup that manufactures low cost IoT sensors in providing infrastructure. #Successstory #startups,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1284332068287279/?type=3,2017-05-12 00:30:00,67,2,8,67,0,0,0,0,0,0
901254039928419_1284331584953994,#StartupTrivia–Understand the “#Startup Incubator Support”. #startupindia #Starups #knowledgetip,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1284331584953994/?type=3,2017-05-11 00:59:00,77,2,4,77,0,0,0,0,0,0
901254039928419_1284331131620706,"#StartupIndia provided guidance to an early stage startup, Space Boat in gathering relevant funds. #Successstory #Startup",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1284331131620706/?type=3,2017-05-10 04:47:04,61,4,4,59,0,1,1,0,0,0
901254039928419_1274509192602900,"It’s all about learning. 3,700+ users have completed 100% course of the #StartupIndia learning program.

http://www.startupindia.gov.in/learning-development/",Startup India Learning Program with UpGrad,link,http://www.startupindia.gov.in/learning-development/,2017-05-01 01:20:21,95,2,6,95,0,0,0,0,0,0
901254039928419_1267118773341942,"Joint Secy Rajiv Aggarwal,DIPP , Nita Kapoor CEO, Vccircle , K.I. Mani C.G.M SIDBI coming together for a live chat on 25th Apr @ 5:30PM https://t.co/r3RKnXwLOQ",Startup India on Twitter,link,https://t.co/r3RKnXwLOQ,2017-04-25 01:12:11,87,5,6,87,0,0,0,0,0,0
901254039928419_1263557210364765,Join us for a twitter chat with Joint secy Rajiv Aggarwal on 25th April at 5:30 & get answers to your startup queries by using #startupindia on StartupIndia twitter page:  https://twitter.com/startupindia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1263557210364765/?type=3,2017-04-22 07:45:05,133,11,21,132,0,1,0,0,0,0
901254039928419_1257112697675883,#StartupTrivia - Understand what “Research Parks” are! #StartupIndia #Understandingterms #knowledgetip #tips,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1257112697675883/?type=3,2017-04-17 07:35:00,90,7,9,89,1,0,0,0,0,0
901254039928419_1257106497676503,#StartupIndia mentored a mechanic who designed a car which runs on carbide and water. #Successstory http://startupindia.gov.in/startup-registration.php …,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1257106497676503/?type=3,2017-04-17 04:20:21,302,9,32,282,8,12,0,0,0,0
901254039928419_1242430732477413,"The purpose of #StartupIndia, in the words of Smt. Nirmala Sitharaman, MoS, Ministry of Commerce and Industry of India",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1242430732477413/?type=3,2017-04-10 00:00:00,126,4,13,125,1,0,0,0,0,0
901254039928419_1242432985810521,"#StartupIndia helping #startups, when and where it matters.",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1242432985810521/?type=3,2017-04-09 01:20:00,134,5,13,133,1,0,0,0,0,0
901254039928419_1242432442477242,Helping & enabling you to nurture your idea. Reg to benefit from the Startup India learning program. http://bit.ly/2iU2saA  #startupindia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1242432442477242/?type=3,2017-04-08 00:00:00,73,4,4,73,0,0,0,0,0,0
901254039928419_1242431375810682,Learn the art of idea validation! Register for the free #Startup India learning program! http://bit.ly/2iU2saA  #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1242431375810682/?type=3,2017-04-07 00:19:00,100,1,12,99,0,1,0,0,0,0
901254039928419_1242429639144189,"257 Tinkering labs approved by NITIAayog post evaluation, 200 more to go! #StartupIndia",Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1242429639144189/?type=3,2017-04-06 07:15:00,103,3,4,103,0,0,0,0,0,0
901254039928419_1242429275810892,The learning program is educating budding #entrepreneurs thru diff. stages of their #startup journey! http://bit.ly/2iU2saA  #StartupIndia,Timeline Photos,photo,https://www.facebook.com/StartupIndia/photos/a.903216846398805.1073741828.901254039928419/1242429275810892/?type=3,2017-04-06 00:00:00,81,1,4,81,0,0,0,0,0,0
